Nama Karakter,MBTI,Umur,Tinggi (cm),Grup,Sub-Kelompok,Role / Kekuatan Utama,Kategori Tinggi,ID Karakter,HP,ATK,DEF,SPD,Crit Rate,MP,Win Rate,Potensi Damage,Faction,Total Stat,Role,Tanggal Lahir,Umur Akurat,Status Squad
Lyra Okafor,INTJ,23,169,Modern,The Analysts,Archive of Blades / Guild Archivist,Normal,Lyra Okafor [INTJ],140.28,23.32,94.8,52.37,17.10%,114.34,48.83%,27.3077,Southern Isles,425.7693,Balanced,12/4/2001,23 Tahun,Brawler
Isadora Hayashi,ISFP,23,176,Modern,The Explorers,Triage Field / Field Medic,Tinggi,Isadora Hayashi [ISFP],99.15,72.34,60.91,84.41,84.27%,225.88,41.28%,133.3009,Northern Tundra,543.9455,Support,12/12/2001,23 Tahun,Ranger
Wren Ito,ISTP,21,184,Modern,The Explorers,Memory Palace / Librarian Assistant,Tinggi,Wren Ito [ISTP],133.46,55.01,64.55,30.91,82.66%,98.71,58.27%,100.4813,Western Citadel,384.0493,Balanced,5/4/2003,21 Tahun,Brawler
Tomoe Ito,INTJ,23,170,Fantasy,The Analysts,Archive of Blades / Guild Archivist,Normal,Tomoe Ito [INTJ],110.4,86.22,97.56,13.95,60.55%,148.85,54.36%,138.4262,Western Citadel,458.1291,Balanced,10/22/2001,23 Tahun,Tanker
Mei Nakamura,ESFP,23,163,Fantasy,The Explorers,Emotional Vectoring,Pendek,Mei Nakamura [ESFP],129.76,42.4,96.31,90.33,94.04%,325.58,72.45%,82.273,Eastern Sunrise,686.0449,Balanced,4/14/2001,23 Tahun,Elite Spy
Mirel Vance,ESFP,23,175,Modern,The Explorers,Dimensional Phase Shifting,Tinggi,Mirel Vance [ESFP],76.31,96.7,22.3,35.94,54.54%,21.17,79.71%,149.4402,Western Citadel,253.7625,Attacker,2/17/2001,23 Tahun,Reguler
Orin Mirren,INTP,22,164,Fantasy,The Analysts,Dimensional Phase Shifting,Pendek,Orin Mirren [INTP],55.52,40.66,57.46,20.27,16.62%,221.74,62.69%,47.4177,Southern Isles,396.4431,Support,6/26/2002,22 Tahun,Brawler
Dara Chen,ISTJ,21,172,Fantasy,The Sentinels,Sensory Collapse Domain,Normal,Dara Chen [ISTJ],113.49,20.71,51.4,50.51,22.33%,19.08,54.99%,25.3345,Western Citadel,255.9632,Support,2/4/2003,21 Tahun,Elite Spy
Lena Hargrove,ESTJ,21,165,Fantasy,The Sentinels,Adaptive Mutation,Pendek,Lena Hargrove [ESTJ],76.59,51.46,49.49,56.73,11.50%,190.48,54.91%,57.3779,Northern Tundra,425.4141,Attacker,3/16/2003,21 Tahun,Reguler
Aster Funai,ISFP,21,179,Fantasy,The Explorers,Heartstrike Overload,Tinggi,Aster Funai [ISFP],108.49,58.77,17.88,63.27,85.71%,248.27,46.65%,109.1418,Eastern Sunrise,498.0036,Balanced,8/30/2003,21 Tahun,Reguler
Dante Wiley,ISTJ,22,174,Fantasy,The Sentinels,Zone of Order / City Watch Captain,Normal,Dante Wiley [ISTJ],62.53,21.19,50.68,61.54,86.35%,189.17,72.73%,39.4876,Eastern Sunrise,386.7008,Support,10/5/2002,22 Tahun,Squad Inti
Emery Crestwood,ISFJ,21,176,Fantasy,The Sentinels,Elemental Mastery,Tinggi,Emery Crestwood [ISFJ],69.49,53.78,55.08,67.91,71.27%,347.19,76.16%,92.109,Southern Isles,594.9243,Support,2/11/2003,21 Tahun,Elite Spy
Mei Swiftwind,INFJ,22,177,Modern,The Diplomats,Covenant Bond / Healer & Diplomat,Tinggi,Mei Swiftwind [INFJ],115.9,70.79,69.33,49.41,60.44%,192.44,82.05%,113.5755,Southern Isles,499.2949,Attacker,9/4/2002,22 Tahun,Tactician
Ryo Montgomery,INFP,23,184,Fantasy,The Diplomats,Ruin Pulse Engine,Tinggi,Ryo Montgomery [INFP],43.86,71.7,35.29,44.8,53.12%,103.32,49.09%,109.787,Southern Isles,299.9921,Support,10/27/2001,23 Tahun,Brawler
Finn Tanaka,ISTP,22,179,Modern,The Explorers,Guillotine Line,Tinggi,Finn Tanaka [ISTP],100.81,53.57,64.16,6.2,74.56%,165.91,44.52%,93.5118,Eastern Sunrise,391.8408,Balanced,5/6/2002,22 Tahun,Reguler
Kaito Velmont,ESTP,22,175,Fantasy,The Explorers,Archive of Blades / Guild Archivist,Tinggi,Kaito Velmont [ESTP],43.53,6.86,77.1,65.58,76.48%,93.66,78.26%,12.1065,Northern Tundra,288.2774,Balanced,2/13/2002,22 Tahun,Elite Spy
Yuki Thornton,ESTP,21,185,Modern,The Explorers,Runic Deconstruction / Scholar,Tinggi,Yuki Thornton [ESTP],131.63,1.92,57.23,11.62,35.61%,393.21,84.51%,2.6037,Western Citadel,596.8112,Balanced,10/12/2003,21 Tahun,Ranger
Ren Kobayashi,ESFP,23,185,Fantasy,The Explorers,Triage Field / Field Medic,Tinggi,Ren Kobayashi [ESFP],109.94,65.18,72.14,2.39,36.55%,135.51,70.35%,89.0033,Eastern Sunrise,386.229,Balanced,8/19/2001,23 Tahun,Reguler
Akira Pemberton,INFP,21,162,Modern,The Diplomats,Elemental Mastery,Pendek,Akira Pemberton [INFP],147.27,48.27,93.65,1.68,50.21%,154.05,52.01%,72.5064,Southern Isles,445.9422,Attacker,4/1/2003,21 Tahun,Reguler
Yuna Kline,INTP,22,182,Modern,The Analysts,Fate Weave / Royal Advisor,Tinggi,Yuna Kline [INTP],70.34,16.81,68.92,92.39,79.29%,355.23,71.06%,30.1386,Southern Isles,605.1935,Attacker,4/29/2002,22 Tahun,Reguler
Orion Silva,ESFJ,23,175,Fantasy,The Sentinels,Sensory Collapse Domain,Tinggi,Orion Silva [ESFJ],62.96,55.37,47.61,54.21,29.66%,265.97,51.14%,71.7927,Northern Tundra,486.928,Support,11/10/2001,23 Tahun,Elite Spy
Nami Kim,ENFJ,21,161,Modern,The Diplomats,Zone of Order / City Watch Captain,Pendek,Nami Kim [ENFJ],25.52,85.59,44.74,68.35,53.99%,287.05,80.45%,131.8,Western Citadel,512.5944,Balanced,11/2/2003,21 Tahun,Elite Spy
Shaela Crowe,ESTJ,23,174,Fantasy,The Sentinels,Covenant Bond / Healer & Diplomat,Normal,Shaela Crowe [ESTJ],108.77,40.2,81.83,74.83,14.08%,231.75,55.50%,45.8602,Northern Tundra,538.0758,Support,4/29/2001,23 Tahun,Tactician
Caius Aikawa,ENTJ,21,169,Modern,The Analysts,Moment moment of Truth / Oracle,Normal,Caius Aikawa [ENTJ],115.11,97.85,64.94,42.62,44.42%,397.15,79.13%,141.315,Western Citadel,718.9055,Attacker,4/18/2003,21 Tahun,Tactician
Wren Montgomery,ESTJ,23,163,Fantasy,The Sentinels,Moment moment of Truth / Oracle,Pendek,Wren Montgomery [ESTJ],109.45,23.05,1.34,3.25,70.61%,120.05,64.50%,39.3256,Western Citadel,258.4911,Balanced,1/1/2002,23 Tahun,Squad Inti
Nolan Okafor,ESFP,22,168,Modern,The Explorers,Ruin Pulse Engine,Normal,Nolan Okafor [ESFP],121.61,42.5,76.84,88.49,28.55%,7.24,44.54%,54.6337,Northern Tundra,337.4109,Attacker,1/22/2002,22 Tahun,Reguler
Mei Dunmore,INTJ,21,172,Modern,The Analysts,Damage Reflection Lattice,Normal,Mei Dunmore [INTJ],113.4,77.83,14.87,99.35,92.48%,94.43,65.92%,149.8072,Southern Isles,401.464,Balanced,6/18/2003,21 Tahun,Tanker
Emery Yoshida,ESTJ,22,173,Fantasy,The Sentinels,Guillotine Line,Normal,Emery Yoshida [ESTJ],83.95,59.58,73.79,18.34,60.03%,271.82,42.11%,95.3459,Southern Isles,508.5014,Support,9/8/2002,22 Tahun,Brawler
Vessa Hargrove,INFP,21,182,Fantasy,The Diplomats,Zone of Order / City Watch Captain,Tinggi,Vessa Hargrove [INFP],45.68,19.2,54.25,24.86,87.18%,90.91,46.50%,35.9386,Western Citadel,236.2368,Balanced,5/3/2003,21 Tahun,Reguler
Shiho Silva,ENTP,22,172,Fantasy,The Analysts,Damage Reflection Lattice,Normal,Shiho Silva [ENTP],50.21,8.83,45.53,37.74,84.65%,214.72,42.32%,16.3046,Western Citadel,358.2997,Support,5/13/2002,22 Tahun,Reguler
Nami Kobayashi,INTJ,22,185,Fantasy,The Analysts,Damage Reflection Lattice,Tinggi,Nami Kobayashi [INTJ],130.55,33.96,95.74,2.52,96.59%,374.93,45.28%,66.762,Western Citadel,639.1187,Balanced,3/21/2002,22 Tahun,Brawler
Ryo Blackwood,INFJ,22,177,Fantasy,The Diplomats,Emotional Vectoring,Tinggi,Ryo Blackwood [INFJ],70.47,65.22,31.53,36.6,51.94%,353.24,76.13%,99.0953,Western Citadel,558.3407,Attacker,10/21/2002,22 Tahun,Squad Inti
Ethan Aldridge,ENFJ,22,161,Modern,The Diplomats,Gravity Rend,Pendek,Ethan Aldridge [ENFJ],39.86,93.54,58.34,42.34,39.69%,61.81,57.09%,130.666,Eastern Sunrise,296.8578,Attacker,3/30/2002,22 Tahun,Reguler
Haruto Holloway,ISFJ,21,183,Fantasy,The Sentinels,Triage Field / Field Medic,Tinggi,Haruto Holloway [ISFJ],110.18,35.87,14.86,55.11,90.04%,74.44,84.56%,68.1673,Northern Tundra,292.206,Support,10/2/2003,21 Tahun,Tactician
Lux Ashvale,ENTJ,23,184,Fantasy,The Analysts,Moment moment of Truth / Oracle,Tinggi,Lux Ashvale [ENTJ],126.54,23.91,71.01,1.91,43.59%,202.79,67.80%,34.3324,Western Citadel,427.2739,Support,1/14/2001,23 Tahun,Elite Spy
Aiko Aldridge,INTP,23,160,Fantasy,The Analysts,Runic Deconstruction / Scholar,Pendek,Aiko Aldridge [INTP],3.55,81.5,67.73,80.81,19.63%,364.0,44.33%,97.4984,Eastern Sunrise,598.2296,Balanced,2/4/2001,23 Tahun,Squad Inti
Isla Dawnforge,ISTP,21,185,Modern,The Explorers,Sensory Collapse Domain,Tinggi,Isla Dawnforge [ISTP],143.94,46.44,25.08,70.03,84.53%,120.69,43.63%,85.6957,Northern Tundra,407.4616,Balanced,3/24/2003,21 Tahun,Elite Spy
Hugo Velmont,INFP,23,161,Modern,The Diplomats,Probability Flux / Treasure Hunter,Pendek,Hugo Velmont [INFP],75.48,43.96,78.65,57.02,18.58%,343.33,63.77%,52.1278,Northern Tundra,599.2635,Balanced,1/20/2001,23 Tahun,Squad Inti
Ren Dunmore,ENFP,22,162,Modern,The Diplomats,Elemental Mastery,Pendek,Ren Dunmore [ENFP],139.39,32.13,96.19,59.12,74.14%,301.15,57.92%,55.9512,Northern Tundra,629.3006,Attacker,7/29/2002,22 Tahun,Squad Inti
Sylvie Drayton,ESFJ,22,181,Fantasy,The Sentinels,Moment moment of Truth / Oracle,Tinggi,Sylvie Drayton [ESFJ],118.78,69.24,8.76,74.8,18.79%,139.0,50.45%,82.2502,Northern Tundra,411.2724,Attacker,11/11/2002,22 Tahun,Reguler
Lena Funai,INFP,22,180,Fantasy,The Diplomats,Memory Palace / Librarian Assistant,Tinggi,Lena Funai [INFP],34.99,55.75,38.17,19.39,44.21%,234.76,74.75%,80.3971,Southern Isles,384.2496,Balanced,7/14/2002,22 Tahun,Brawler
Elara Dawnforge,ENTJ,21,164,Modern,The Analysts,Emotional Vectoring,Pendek,Elara Dawnforge [ENTJ],48.19,11.55,1.51,31.52,34.28%,144.61,45.96%,15.5093,Eastern Sunrise,238.1824,Attacker,2/18/2003,21 Tahun,Elite Spy
Orin Funai,ENTP,22,162,Modern,The Analysts,Archive of Blades / Guild Archivist,Pendek,Orin Funai [ENTP],129.69,2.22,41.97,78.14,60.36%,290.21,84.67%,3.56,Eastern Sunrise,543.6803,Support,12/26/2002,22 Tahun,Reguler
Vale Sinclair,ESTP,23,165,Fantasy,The Explorers,Covenant Bond / Healer & Diplomat,Pendek,Vale Sinclair [ESTP],40.99,15.45,17.55,28.32,80.44%,120.6,56.25%,27.878,Eastern Sunrise,224.2769,Support,10/12/2001,23 Tahun,Brawler
Fable Watanabe,ENFP,23,174,Modern,The Diplomats,Covenant Bond / Healer & Diplomat,Normal,Fable Watanabe [ENFP],2.01,40.17,84.32,38.61,49.62%,345.02,59.38%,60.1024,Eastern Sunrise,511.22,Attacker,8/8/2001,23 Tahun,Tanker
Lyanna Hargrove,INFJ,21,165,Fantasy,The Diplomats,Runic Deconstruction / Scholar,Pendek,Lyanna Hargrove [INFJ],110.5,63.66,96.81,78.42,35.23%,131.03,75.36%,86.0874,Southern Isles,481.5259,Balanced,3/27/2003,21 Tahun,Reguler
Caspian Yamamoto,INFJ,23,181,Fantasy,The Diplomats,Damage Reflection Lattice,Tinggi,Caspian Yamamoto [INFJ],66.33,29.84,69.59,82.08,46.82%,318.47,62.47%,43.8111,Southern Isles,567.4029,Balanced,2/25/2001,23 Tahun,Tanker
Akira Sinclair,ESTJ,21,162,Fantasy,The Sentinels,Dimensional Phase Shifting,Pendek,Akira Sinclair [ESTJ],80.62,92.43,87.09,42.41,97.16%,15.67,71.57%,182.235,Northern Tundra,319.9073,Balanced,7/9/2003,21 Tahun,Ranger
Emery Whitmore,ESFJ,23,165,Fantasy,The Sentinels,Adaptive Mutation,Pendek,Emery Whitmore [ESFJ],144.89,43.62,2.04,26.62,56.69%,204.76,66.12%,68.3482,Eastern Sunrise,423.1581,Attacker,4/1/2001,23 Tahun,Tanker
Tomoe Flint,INFP,22,164,Modern,The Diplomats,Verdant Wrath / Forest Herbalist,Pendek,Tomoe Flint [INFP],16.58,42.18,96.21,12.49,22.75%,376.33,54.04%,51.776,Western Citadel,544.5579,Balanced,12/8/2002,22 Tahun,Reguler
Nolan Velmont,ENFP,21,163,Fantasy,The Diplomats,Archive of Blades / Guild Archivist,Pendek,Nolan Velmont [ENFP],11.01,5.42,71.37,3.24,19.84%,137.89,76.00%,6.4953,Eastern Sunrise,229.8884,Support,6/17/2003,21 Tahun,Squad Inti
Owen Langley,ESTP,22,174,Fantasy,The Explorers,Elemental Mastery,Normal,Owen Langley [ESTP],28.77,66.07,40.16,74.0,50.46%,353.36,59.33%,99.4089,Northern Tundra,563.4579,Support,4/20/2002,22 Tahun,Squad Inti
Sakura Eld,INFJ,23,178,Modern,The Diplomats,Sensory Collapse Domain,Tinggi,Sakura Eld [INFJ],49.57,46.3,26.97,86.4,67.52%,211.56,66.86%,77.5618,Western Citadel,422.1438,Support,7/28/2001,23 Tahun,Tactician
Blaine Suzuki,ENFJ,22,181,Modern,The Diplomats,Moment moment of Truth / Oracle,Tinggi,Blaine Suzuki [ENFJ],47.66,24.62,12.58,37.96,44.96%,57.4,66.84%,35.6892,Western Citadel,181.338,Attacker,9/2/2002,22 Tahun,Squad Inti
Iris Suzuki,ENFP,23,177,Fantasy,The Diplomats,Runic Deconstruction / Scholar,Tinggi,Iris Suzuki [ENFP],21.9,32.14,45.65,6.31,10.86%,144.26,46.14%,35.6304,Western Citadel,250.83,Support,12/8/2001,23 Tahun,Reguler
Kaito Holloway,ENFP,21,173,Fantasy,The Diplomats,Triage Field / Field Medic,Normal,Kaito Holloway [ENFP],13.32,4.06,76.34,29.92,58.38%,110.67,47.57%,6.4302,Western Citadel,235.3695,Support,6/29/2003,21 Tahun,Brawler
Petra Kim,ENFP,23,178,Fantasy,The Diplomats,Sensory Collapse Domain,Tinggi,Petra Kim [ENFP],81.76,75.92,76.24,44.7,48.26%,88.2,73.12%,112.559,Eastern Sunrise,368.0338,Attacker,8/22/2001,23 Tahun,Ranger
Reika Coldwater,INTJ,23,171,Fantasy,The Analysts,Fate Weave / Royal Advisor,Normal,Reika Coldwater [INTJ],116.57,24.46,81.26,59.2,73.97%,140.9,68.47%,42.5531,Eastern Sunrise,423.8144,Support,6/28/2001,23 Tahun,Squad Inti
Asher Nox,INFJ,22,178,Fantasy,The Diplomats,Triage Field / Field Medic,Tinggi,Asher Nox [INFJ],49.22,70.7,29.64,27.47,98.69%,343.35,70.57%,140.4738,Northern Tundra,522.0726,Balanced,12/20/2002,22 Tahun,Ranger
Rin Swiftwind,ENTP,23,180,Modern,The Analysts,Dominion Mark,Tinggi,Rin Swiftwind [ENTP],22.79,32.89,25.51,84.51,22.80%,157.69,68.46%,40.3889,Western Citadel,324.3026,Attacker,9/17/2001,23 Tahun,Elite Spy
Iris Hayashi,ENTJ,21,172,Fantasy,The Analysts,Sensory Collapse Domain,Normal,Iris Hayashi [ENTJ],68.75,49.32,58.61,87.02,18.38%,339.02,83.75%,58.385,Southern Isles,603.7413,Balanced,11/22/2003,21 Tahun,Ranger
Celeste Langley,INFP,21,166,Fantasy,The Diplomats,Archive of Blades / Guild Archivist,Pendek,Celeste Langley [INFP],124.42,34.44,58.22,57.05,40.94%,194.65,70.71%,48.5397,Northern Tundra,469.8965,Balanced,10/11/2003,21 Tahun,Tactician
Sora Rossi,ESFP,21,165,Fantasy,The Explorers,Fracture Surge,Pendek,Sora Rossi [ESFP],148.78,43.35,99.57,91.03,37.17%,352.98,79.35%,59.4632,Southern Isles,736.8752,Balanced,6/23/2003,21 Tahun,Brawler
Haruto Vargas,ENFJ,23,171,Modern,The Diplomats,Dimensional Phase Shifting,Normal,Haruto Vargas [ENFJ],94.22,72.87,75.77,43.49,18.57%,37.39,49.60%,86.402,Northern Tundra,324.4217,Balanced,12/5/2001,23 Tahun,Reguler
Brant Farell,ESFJ,23,160,Fantasy,The Sentinels,Fate Weave / Royal Advisor,Pendek,Brant Farell [ESFJ],148.24,42.81,14.09,8.01,75.77%,153.84,44.61%,75.2471,Southern Isles,368.1938,Attacker,1/17/2001,23 Tahun,Tanker
Hugo Silva,ESTJ,23,180,Modern,The Sentinels,Fracture Surge,Tinggi,Hugo Silva [ESTJ],91.94,17.25,35.77,22.09,92.79%,299.56,67.72%,33.2563,Western Citadel,468.2151,Balanced,10/20/2001,23 Tahun,Tactician
Finn Rossi,ISTJ,21,178,Fantasy,The Sentinels,Living Canvas / Cartographer,Tinggi,Finn Rossi [ISTJ],47.86,14.84,28.42,9.34,64.00%,221.81,67.34%,24.3376,Northern Tundra,323.5834,Support,2/26/2003,21 Tahun,Tanker
Brant Kobayashi,INFJ,21,183,Fantasy,The Diplomats,Guillotine Line,Tinggi,Brant Kobayashi [INFJ],117.79,79.58,24.69,39.2,67.43%,97.19,43.20%,133.2408,Northern Tundra,359.5563,Attacker,3/14/2003,21 Tahun,Tanker
Elise Crowe,ESTJ,23,171,Fantasy,The Sentinels,Warbrand Arsenal,Normal,Elise Crowe [ESTJ],3.49,7.69,26.96,4.94,81.04%,25.13,62.80%,13.922,Western Citadel,69.6484,Attacker,12/20/2001,23 Tahun,Brawler
Elara Okafor,INFP,23,168,Fantasy,The Diplomats,Probability Flux / Treasure Hunter,Normal,Elara Okafor [INFP],77.18,21.12,81.0,54.1,67.09%,156.9,77.55%,35.2894,Northern Tundra,391.7464,Attacker,6/21/2001,23 Tahun,Brawler
Takeshi Nox,ENTP,23,167,Fantasy,The Analysts,Fate Weave / Royal Advisor,Pendek,Takeshi Nox [ENTP],68.55,61.27,31.62,74.43,20.75%,296.52,71.86%,73.9835,Northern Tundra,533.3161,Balanced,6/26/2001,23 Tahun,Elite Spy
Brant Coldwater,ENFJ,21,165,Modern,The Diplomats,Primal Sovereign / Engineer,Pendek,Brant Coldwater [ENFJ],110.21,12.69,90.09,34.17,57.15%,172.3,51.83%,19.9423,Northern Tundra,420.5498,Attacker,2/1/2003,21 Tahun,Elite Spy
Rin Bramble,ENFJ,23,178,Fantasy,The Diplomats,Triage Field / Field Medic,Tinggi,Rin Bramble [ENFJ],39.01,11.19,57.82,72.56,55.79%,92.13,41.98%,17.4329,Northern Tundra,273.6877,Balanced,12/8/2001,23 Tahun,Tactician
Felix Drayton,ENFP,22,164,Modern,The Diplomats,Resonant Aria / Performer,Pendek,Felix Drayton [ENFP],34.45,25.58,91.67,32.67,61.44%,330.57,45.37%,41.2964,Northern Tundra,516.0081,Balanced,1/2/2002,22 Tahun,Squad Inti
Chiyo Eld,INTJ,22,174,Fantasy,The Analysts,Archive of Blades / Guild Archivist,Normal,Chiyo Eld [INTJ],13.87,46.22,37.52,29.87,76.56%,314.02,50.92%,81.606,Southern Isles,442.7748,Support,8/2/2002,22 Tahun,Elite Spy
Ansel Stormbright,INFJ,23,164,Fantasy,The Diplomats,Gravity Rend,Pendek,Ansel Stormbright [INFJ],35.72,35.3,84.12,87.84,10.13%,380.45,69.58%,38.8759,Southern Isles,624.2271,Balanced,1/14/2001,23 Tahun,Squad Inti
Shiho Holloway,ESFJ,23,161,Fantasy,The Sentinels,Probability Flux / Treasure Hunter,Pendek,Shiho Holloway [ESFJ],7.54,23.92,84.7,41.89,51.26%,358.34,73.66%,36.1814,Northern Tundra,517.6392,Support,10/19/2001,23 Tahun,Squad Inti
Nami Nox,INFP,23,173,Modern,The Diplomats,Runic Deconstruction / Scholar,Normal,Nami Nox [INFP],39.89,32.19,80.28,70.37,38.63%,294.41,52.24%,44.625,Northern Tundra,518.0487,Balanced,9/25/2001,23 Tahun,Squad Inti
Zara Tanaka,ISTJ,21,165,Fantasy,The Sentinels,Archive of Blades / Guild Archivist,Pendek,Zara Tanaka [ISTJ],61.57,54.06,96.5,21.56,33.85%,124.01,45.40%,72.3593,Eastern Sunrise,358.4925,Support,7/10/2003,21 Tahun,Tanker
Celeste Pemberton,INTJ,23,164,Modern,The Analysts,Combat Escalation Law,Pendek,Celeste Pemberton [INTJ],60.04,5.85,30.59,82.19,95.69%,70.37,78.46%,11.4479,Eastern Sunrise,250.7815,Balanced,7/6/2001,23 Tahun,Elite Spy
Riku Nox,ISTJ,22,184,Modern,The Sentinels,Essence Severance,Tinggi,Riku Nox [ISTJ],123.73,37.85,63.4,64.82,33.29%,233.35,76.57%,50.4503,Northern Tundra,524.2486,Balanced,4/1/2002,22 Tahun,Squad Inti
Dara Hayashi,ESFP,22,185,Modern,The Explorers,Ruin Pulse Engine,Tinggi,Dara Hayashi [ESFP],141.4,6.01,92.49,43.88,54.65%,290.05,57.22%,9.2945,Western Citadel,574.9487,Balanced,11/11/2002,22 Tahun,Tanker
Seraphina Swiftwind,INFJ,21,168,Modern,The Diplomats,Ruin Pulse Engine,Normal,Seraphina Swiftwind [INFJ],92.5,62.08,65.08,50.39,53.11%,353.23,43.95%,95.0507,Western Citadel,624.2506,Balanced,7/3/2003,21 Tahun,Elite Spy
Cassian Stormbright,INFJ,23,180,Fantasy,The Diplomats,Combat Escalation Law,Tinggi,Cassian Stormbright [INFJ],72.47,78.36,35.06,57.0,34.34%,129.32,41.17%,105.2688,Eastern Sunrise,372.9651,Balanced,2/9/2001,23 Tahun,Ranger
Rin Velmont,ISTP,21,176,Modern,The Explorers,Triage Field / Field Medic,Tinggi,Rin Velmont [ISTP],15.92,66.03,27.39,81.81,15.03%,366.99,84.84%,75.9543,Eastern Sunrise,559.1387,Support,1/3/2003,21 Tahun,Ranger
Isla Suzuki,INFP,22,165,Fantasy,The Diplomats,Combat Escalation Law,Pendek,Isla Suzuki [INFP],137.18,3.79,70.36,94.81,60.68%,225.88,48.47%,6.0898,Western Citadel,533.1115,Support,4/30/2002,22 Tahun,Tanker
Torin Aikawa,ESTP,23,162,Modern,The Explorers,Heartstrike Overload,Pendek,Torin Aikawa [ESTP],3.97,48.32,33.84,61.8,40.67%,322.77,47.99%,67.9717,Southern Isles,471.5866,Balanced,4/26/2001,23 Tahun,Tactician
Caspian Nakamura,ESTJ,23,184,Fantasy,The Sentinels,Warbrand Arsenal,Tinggi,Caspian Nakamura [ESTJ],56.67,94.25,40.16,11.0,22.28%,121.4,47.09%,115.2489,Western Citadel,324.1737,Support,8/16/2001,23 Tahun,Elite Spy
Leon Whitmore,ISFJ,23,167,Fantasy,The Sentinels,Covenant Bond / Healer & Diplomat,Pendek,Leon Whitmore [ISFJ],110.37,30.16,18.59,1.18,61.56%,281.1,78.28%,48.7265,Northern Tundra,442.7984,Balanced,12/26/2001,23 Tahun,Reguler
Iris Tanaka,ISFJ,23,175,Fantasy,The Sentinels,Warbrand Arsenal,Tinggi,Iris Tanaka [ISFJ],36.46,98.26,17.62,88.65,73.81%,36.4,68.76%,170.7857,Southern Isles,278.8157,Attacker,10/16/2001,23 Tahun,Tactician
Asher Stormbright,ISTP,23,182,Fantasy,The Explorers,Soulfire Manifestation,Tinggi,Asher Stormbright [ISTP],118.27,72.32,5.77,44.38,24.97%,168.44,58.63%,90.3783,Western Citadel,410.016,Attacker,5/19/2001,23 Tahun,Reguler
Seren Crestwood,INFP,22,185,Modern,The Diplomats,Transmutation Aura / Alchemist,Tinggi,Seren Crestwood [INFP],11.98,84.73,30.2,32.55,16.68%,380.71,47.65%,98.863,Western Citadel,540.8133,Balanced,4/7/2002,22 Tahun,Brawler
Petra Hayashi,ENTJ,21,170,Modern,The Analysts,Living Canvas / Cartographer,Normal,Petra Hayashi [ENTJ],141.42,17.33,89.09,16.55,28.50%,41.4,48.55%,22.269,Southern Isles,306.5605,Support,9/16/2003,21 Tahun,Tanker
Takeshi Chen,ISFP,21,161,Fantasy,The Explorers,Zone of Order / City Watch Captain,Pendek,Takeshi Chen [ISFP],9.12,1.38,9.68,82.57,53.23%,250.41,44.36%,2.1146,Eastern Sunrise,354.1359,Balanced,3/16/2003,21 Tahun,Brawler
Elara Velmont,ISFP,22,163,Fantasy,The Explorers,Verdant Wrath / Forest Herbalist,Pendek,Elara Velmont [ISFP],73.88,66.44,10.02,54.87,89.69%,74.77,56.62%,126.03,Western Citadel,281.4431,Balanced,9/24/2002,22 Tahun,Tanker
Tomoe Coldwater,ESFP,22,167,Modern,The Explorers,Zone of Order / City Watch Captain,Pendek,Tomoe Coldwater [ESFP],113.08,67.08,9.49,35.04,97.36%,217.04,66.54%,132.3891,Northern Tundra,443.369,Attacker,7/5/2002,22 Tahun,Ranger
Corwin Velmont,ENTP,22,178,Fantasy,The Analysts,Covenant Bond / Healer & Diplomat,Tinggi,Corwin Velmont [ENTP],12.76,90.37,71.72,50.71,82.04%,360.28,70.49%,164.5095,Eastern Sunrise,587.3653,Balanced,4/28/2002,22 Tahun,Ranger
Leon Inoue,ESFP,22,166,Modern,The Explorers,Ruin Pulse Engine,Pendek,Leon Inoue [ESFP],64.08,98.84,44.1,99.73,85.07%,251.26,51.60%,182.9232,Northern Tundra,559.3767,Balanced,1/30/2002,22 Tahun,Elite Spy
Petra Pemberton,INFP,21,168,Fantasy,The Diplomats,Fracture Surge,Normal,Petra Pemberton [INFP],118.2,62.68,52.73,42.54,23.34%,166.36,66.46%,77.3095,Northern Tundra,443.408,Balanced,12/1/2003,21 Tahun,Reguler
Kotaro Montgomery,ISTJ,22,173,Fantasy,The Sentinels,Memory Palace / Librarian Assistant,Normal,Kotaro Montgomery [ISTJ],86.23,47.83,18.05,40.89,71.27%,247.68,58.08%,81.9184,Western Citadel,441.9735,Attacker,6/25/2002,22 Tahun,Brawler
Mika Velmont,ESFJ,21,168,Modern,The Sentinels,Adaptive Mutation,Normal,Mika Velmont [ESFJ],122.79,31.0,28.75,49.67,18.84%,278.78,79.10%,36.8404,Eastern Sunrise,511.9694,Attacker,2/2/2003,21 Tahun,Brawler
Lena Dawnforge,ESFP,21,183,Modern,The Explorers,Essence Severance,Tinggi,Lena Dawnforge [ESFP],66.82,91.43,41.31,48.96,43.65%,207.08,42.53%,131.3392,Eastern Sunrise,456.4618,Balanced,5/4/2003,21 Tahun,Tanker
Finn Funai,INFP,22,165,Modern,The Diplomats,Guillotine Line,Pendek,Finn Funai [INFP],38.17,46.19,91.89,70.76,84.12%,110.32,62.73%,85.045,Northern Tundra,358.7985,Support,1/30/2002,22 Tahun,Tactician
